204;196;1,04081632653061
203;197
204;196
203;197
204;196
205;195
204;196
203;197
204;196
203;197
204;196
205;195
204;196
203;197
202;198
203;197
204;196
203;197
204;196
203;197
204;196
203;197
202;198
201;199
200;200
201;199
200;200
201;199
200;200
201;199
202;198
203;197
204;196
205;195
204;196
205;195
206;194
205;195
206;194
207;193
208;192
207;193
208;192
207;193
208;192
209;191
210;190
209;191
208;192
207;193
208;192
209;191
210;190
209;191
210;190
209;191
208;192
209;191
208;192
209;191
208;192
207;193
206;194
207;193
206;194
205;195
204;196
203;197
204;196
205;195
204;196
205;195
206;194
205;195
206;194
205;195
206;194
207;193
206;194
207;193
206;194
205;195
204;196
203;197
204;196
205;195
206;194
205;195
204;196
205;195
204;196
205;195
206;194
205;195
206;194
205;195
206;194
205;195
206;194
205;195
206;194
207;193
206;194
205;195
204;196
205;195
204;196
203;197
202;198
203;197
202;198
201;199
200;200
199;201
200;200
199;201
200;200
201;199
202;198
203;197
204;196
203;197
202;198
203;197
204;196
203;197
204;196
203;197
204;196
205;195
206;194
205;195
206;194
207;193
206;194
207;193
206;194
205;195
204;196
203;197
202;198
201;199
200;200
201;199
202;198
203;197
204;196
203;197
204;196
203;197
204;196
205;195
206;194
205;195
206;194
205;195
204;196
203;197
202;198
201;199
200;200
199;201
200;200
199;201
198;202
199;201
200;200
199;201
198;202
197;203
198;202
197;203
198;202
199;201
198;202
197;203
196;204
195;205
194;206
193;207
192;208
193;207
192;208
191;209
190;210
191;209
192;208
193;207
194;206
195;205
196;204
195;205
194;206
195;205
196;204
195;205
196;204
197;203
196;204
195;205
196;204
195;205
196;204
197;203
198;202
199;201
198;202
199;201
200;200
201;199
200;200
201;199
202;198
203;197
204;196
203;197
204;196
205;195
206;194
205;195
204;196
203;197
202;198
201;199
200;200
201;199
202;198
203;197
204;196
205;195
206;194
207;193
206;194
205;195
204;196
203;197
202;198
201;199
200;200
201;199
200;200
199;201
200;200
201;199
202;198
201;199
200;200
201;199
202;198
203;197
202;198
203;197
202;198
203;197
204;196
205;195
204;196
203;197
202;198
201;199
202;198
203;197
204;196
203;197
204;196
205;195
204;196
203;197
202;198
203;197
202;198
201;199
202;198
203;197
204;196
203;197
202;198
201;199
200;200
199;201
198;202
199;201
198;202
197;203
198;202
197;203
198;202
199;201
198;202
199;201
200;200
199;201
200;200
199;201
198;202
199;201
200;200
199;201
198;202
197;203
196;204
195;205
196;204
197;203
198;202
197;203
198;202
199;201
200;200
201;199
202;198
201;199
200;200
199;201
198;202
197;203
198;202
199;201
198;202
197;203
196;204
197;203
196;204
195;205
196;204
197;203
198;202
197;203
198;202
199;201
198;202
199;201
198;202
197;203
196;204
197;203
198;202
199;201
200;200
201;199
202;198
201;199
202;198
201;199
202;198
201;199
200;200
199;201
200;200
199;201
198;202
199;201
200;200
199;201
198;202
197;203
198;202
199;201
200;200
199;201
198;202
199;201
200;200
199;201
198;202
197;203
196;204
197;203
198;202
197;203
198;202
197;203
196;204
197;203
196;204
195;205
194;206
195;205
194;206
193;207
192;208
193;207
194;206
195;205
194;206
195;205
196;204
195;205
194;206
193;207
194;206
193;207
194;206
195;205
196;204
197;203
196;204
197;203
198;202
197;203
198;202
199;201
200;200
201;199
202;198
201;199
202;198
201;199
200;200
199;201
200;200
201;199
202;198
201;199
202;198
201;199
202;198
201;199
200;200
201;199
202;198
201;199
200;200
201;199
202;198
201;199
200;200
199;201
200;200
199;201
198;202
199;201
200;200
199;201
198;202
199;201
198;202
199;201
200;200
199;201
200;200
201;199
200;200
199;201
198;202
199;201
200;200
201;199
202;198
201;199
200;200
199;201
200;200
201;199
202;198
201;199
202;198
201;199
202;198
203;197
202;198
203;197
202;198
203;197
202;198
203;197
202;198
203;197
204;196
203;197
202;198
203;197
202;198
201;199
200;200
199;201
198;202
199;201
198;202
197;203
196;204
195;205
196;204
195;205
194;206
193;207
194;206
195;205
196;204
197;203
196;204
195;205
194;206
195;205
196;204
195;205
194;206
193;207
194;206
195;205
194;206
195;205
194;206
193;207
194;206
195;205
196;204
197;203
198;202
199;201
198;202
197;203
196;204
197;203
198;202
199;201
198;202
197;203
196;204
195;205
196;204
195;205
194;206
193;207
194;206
193;207
192;208
191;209
192;208
193;207
194;206
195;205
194;206
195;205
194;206
195;205
194;206
193;207
194;206
195;205
196;204
197;203
198;202
197;203
198;202
197;203
196;204
195;205
196;204
195;205
196;204
195;205
196;204
195;205
194;206
195;205
196;204
197;203
196;204
197;203
196;204
195;205
196;204
197;203
198;202
197;203
196;204
197;203
198;202
199;201
200;200
201;199
200;200
201;199
202;198
201;199
200;200
199;201
198;202
197;203
196;204
195;205
194;206
193;207
192;208
191;209
192;208
191;209
192;208
191;209
190;210
189;211
190;210
189;211
188;212
187;213
186;214
185;215
184;216
183;217
184;216
183;217
182;218
181;219
180;220
181;219
182;218
181;219
182;218
183;217
182;218
183;217
184;216
183;217
184;216
185;215
186;214
187;213
186;214
187;213
186;214
185;215
184;216
183;217
184;216
183;217
184;216
183;217
182;218
181;219
182;218
183;217
184;216
183;217
184;216
183;217
184;216
183;217
182;218
181;219
180;220
181;219
182;218
183;217
182;218
183;217
184;216
183;217
184;216
185;215
184;216
185;215
184;216
185;215
184;216
185;215
186;214
185;215
184;216
183;217
184;216
185;215
186;214
187;213
186;214
185;215
184;216
183;217
184;216
183;217
184;216
185;215
186;214
185;215
186;214
187;213
188;212
189;211
190;210
189;211
188;212
189;211
188;212
187;213
186;214
185;215
186;214
187;213
186;214
187;213
188;212
187;213
186;214
187;213
186;214
185;215
184;216
185;215
184;216
183;217
182;218
183;217
184;216
183;217
184;216
183;217
184;216
183;217
184;216
183;217
182;218
181;219
180;220
181;219
182;218
183;217
182;218
183;217
184;216
183;217
182;218
181;219
182;218
183;217
184;216
183;217
182;218
183;217
182;218
183;217
182;218
181;219
182;218
181;219
182;218
181;219
182;218
183;217
184;216
185;215
184;216
183;217
184;216
185;215
184;216
185;215
186;214
187;213
186;214
185;215
186;214
185;215
186;214
185;215
186;214
187;213
186;214
185;215
186;214
185;215
186;214
185;215
184;216
185;215
184;216
185;215
186;214
185;215
186;214
185;215
186;214
187;213
188;212
189;211
190;210
191;209
192;208
191;209
190;210
191;209
190;210
191;209
190;210
191;209
192;208
191;209
192;208
191;209
192;208
191;209
192;208
191;209
190;210
189;211
188;212
189;211
188;212
189;211
190;210
189;211
190;210
189;211
188;212
187;213
186;214
187;213
188;212
189;211
190;210
191;209
192;208
191;209
192;208
191;209
192;208
193;207
194;206
193;207
194;206
195;205
196;204
197;203
196;204
197;203
198;202
197;203
198;202
199;201
198;202
197;203
198;202
199;201
200;200
201;199
202;198
203;197
202;198
201;199
200;200
199;201
200;200
199;201
200;200
199;201
200;200
201;199
202;198
201;199
200;200
201;199
200;200
199;201
200;200
201;199
202;198
201;199
200;200
201;199
200;200
201;199
200;200
201;199
202;198
203;197
202;198
201;199
200;200
201;199
202;198
201;199
200;200
199;201
200;200
199;201
200;200
199;201
198;202
199;201
200;200
199;201
198;202
197;203
196;204
195;205
194;206
195;205
196;204
195;205
196;204
195;205
196;204
195;205
196;204
195;205
194;206
195;205
194;206
195;205
196;204
197;203
198;202
197;203
198;202
197;203
196;204
197;203
198;202
199;201
198;202
199;201
198;202
197;203
196;204
195;205
196;204
195;205
196;204
195;205
196;204
195;205
194;206
195;205
196;204
197;203
196;204
195;205
196;204
195;205
196;204
195;205
194;206
193;207
194;206
193;207
194;206
195;205
196;204
195;205
194;206
193;207
192;208
193;207
194;206
195;205
196;204
195;205
196;204
197;203
196;204
197;203
196;204
197;203
198;202
197;203
196;204
197;203
196;204
197;203
198;202
199;201
200;200
201;199
200;200
199;201
198;202
197;203
196;204
197;203
196;204
197;203
196;204
195;205
196;204
197;203
198;202
199;201
200;200
199;201
200;200
199;201
198;202
197;203
198;202
197;203
198;202
199;201
200;200
201;199
202;198
201;199
202;198
201;199
200;200
199;201
200;200
199;201
198;202
199;201
198;202
199;201
198;202
